path,whisper_language,whisper_segment_id,whisper_segment_seek,whisper_segment_start,whisper_segment_end,whisper_segment_text,whisper_segment_tokens,whisper_segment_temperature,whisper_segment_avg_logprob,whisper_segment_compression_ratio,whisper_segment_no_speech_prob,whisper_segment_raw,whisperx_word,whisperx_word_start,whisperx_word_end,whisperx_word_score,whisperx_word_raw
datasets\Corpus\adult\audio\test_split\AD09066.wav,en,0,0,0.0,5.5600000000000005," Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf.","[50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643]",0.0,-0.2896480957667033,1.1058823529411765,0.006823024712502956,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.5600000000000005, ""text"": "" Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf."", ""tokens"": [50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643], ""temperature"": 0.0, ""avg_logprob"": -0.2896480957667033, ""compression_ratio"": 1.1058823529411765, ""no_speech_prob"": 0.006823024712502956}","house,",2.417,2.699,0.982,"{""word"": ""house,"", ""start"": 2.417, ""end"": 2.699, ""score"": 0.982}"
datasets\Corpus\adult\audio\test_split\AD09066.wav,en,0,0,0.0,5.5600000000000005," Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf.","[50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643]",0.0,-0.2896480957667033,1.1058823529411765,0.006823024712502956,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.5600000000000005, ""text"": "" Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf."", ""tokens"": [50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643], ""temperature"": 0.0, ""avg_logprob"": -0.2896480957667033, ""compression_ratio"": 1.1058823529411765, ""no_speech_prob"": 0.006823024712502956}",discovering,2.76,3.324,0.932,"{""word"": ""discovering"", ""start"": 2.76, ""end"": 3.324, ""score"": 0.932}"
datasets\Corpus\adult\audio\test_split\AD09066.wav,en,0,0,0.0,5.5600000000000005," Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf.","[50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643]",0.0,-0.2896480957667033,1.1058823529411765,0.006823024712502956,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.5600000000000005, ""text"": "" Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf."", ""tokens"": [50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643], ""temperature"": 0.0, ""avg_logprob"": -0.2896480957667033, ""compression_ratio"": 1.1058823529411765, ""no_speech_prob"": 0.006823024712502956}",a,3.404,3.425,0.985,"{""word"": ""a"", ""start"": 3.404, ""end"": 3.425, ""score"": 0.985}"
datasets\Corpus\adult\audio\test_split\AD09066.wav,en,0,0,0.0,5.5600000000000005," Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf.","[50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643]",0.0,-0.2896480957667033,1.1058823529411765,0.006823024712502956,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.5600000000000005, ""text"": "" Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf."", ""tokens"": [50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643], ""temperature"": 0.0, ""avg_logprob"": -0.2896480957667033, ""compression_ratio"": 1.1058823529411765, ""no_speech_prob"": 0.006823024712502956}",hidden,3.485,3.747,0.98,"{""word"": ""hidden"", ""start"": 3.485, ""end"": 3.747, ""score"": 0.98}"
datasets\Corpus\adult\audio\test_split\AD09066.wav,en,0,0,0.0,5.5600000000000005," Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf.","[50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643]",0.0,-0.2896480957667033,1.1058823529411765,0.006823024712502956,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.5600000000000005, ""text"": "" Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf."", ""tokens"": [50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643], ""temperature"": 0.0, ""avg_logprob"": -0.2896480957667033, ""compression_ratio"": 1.1058823529411765, ""no_speech_prob"": 0.006823024712502956}",passage,3.828,4.271,0.908,"{""word"": ""passage"", ""start"": 3.828, ""end"": 4.271, ""score"": 0.908}"
datasets\Corpus\adult\audio\test_split\AD09066.wav,en,0,0,0.0,5.5600000000000005," Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf.","[50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643]",0.0,-0.2896480957667033,1.1058823529411765,0.006823024712502956,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.5600000000000005, ""text"": "" Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf."", ""tokens"": [50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643], ""temperature"": 0.0, ""avg_logprob"": -0.2896480957667033, ""compression_ratio"": 1.1058823529411765, ""no_speech_prob"": 0.006823024712502956}",behind,4.371,4.774,0.888,"{""word"": ""behind"", ""start"": 4.371, ""end"": 4.774, ""score"": 0.888}"
datasets\Corpus\adult\audio\test_split\AD09066.wav,en,0,0,0.0,5.5600000000000005," Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf.","[50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643]",0.0,-0.2896480957667033,1.1058823529411765,0.006823024712502956,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.5600000000000005, ""text"": "" Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf."", ""tokens"": [50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643], ""temperature"": 0.0, ""avg_logprob"": -0.2896480957667033, ""compression_ratio"": 1.1058823529411765, ""no_speech_prob"": 0.006823024712502956}",a,4.815,4.835,1.0,"{""word"": ""a"", ""start"": 4.815, ""end"": 4.835, ""score"": 1.0}"
datasets\Corpus\adult\audio\test_split\AD09066.wav,en,0,0,0.0,5.5600000000000005," Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf.","[50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643]",0.0,-0.2896480957667033,1.1058823529411765,0.006823024712502956,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.5600000000000005, ""text"": "" Betted-breathed, they explored the old house, discovering a hidden passage behind a bookshelf."", ""tokens"": [50365, 363, 46508, 12, 47674, 27096, 11, 436, 24016, 264, 1331, 1782, 11, 24773, 257, 7633, 11497, 2261, 257, 1446, 46626, 13, 50643], ""temperature"": 0.0, ""avg_logprob"": -0.2896480957667033, ""compression_ratio"": 1.1058823529411765, ""no_speech_prob"": 0.006823024712502956}",bookshelf.,5.036,5.58,0.778,"{""word"": ""bookshelf."", ""start"": 5.036, ""end"": 5.58, ""score"": 0.778}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",Stepping,0.0,0.705,0.934,"{""word"": ""Stepping"", ""start"": 0.0, ""end"": 0.705, ""score"": 0.934}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",through,0.766,0.987,0.774,"{""word"": ""through"", ""start"": 0.766, ""end"": 0.987, ""score"": 0.774}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",the,1.007,1.108,0.952,"{""word"": ""the"", ""start"": 1.007, ""end"": 1.108, ""score"": 0.952}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}","passage,",1.189,1.974,0.959,"{""word"": ""passage,"", ""start"": 1.189, ""end"": 1.974, ""score"": 0.959}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",they,1.995,2.136,0.867,"{""word"": ""they"", ""start"": 1.995, ""end"": 2.136, ""score"": 0.867}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",found,2.256,2.498,0.802,"{""word"": ""found"", ""start"": 2.256, ""end"": 2.498, ""score"": 0.802}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",themselves,2.619,3.123,0.892,"{""word"": ""themselves"", ""start"": 2.619, ""end"": 3.123, ""score"": 0.892}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",in,3.304,3.385,0.998,"{""word"": ""in"", ""start"": 3.304, ""end"": 3.385, ""score"": 0.998}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",a,3.465,3.485,0.999,"{""word"": ""a"", ""start"": 3.465, ""end"": 3.485, ""score"": 0.999}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",lush,3.566,3.888,0.879,"{""word"": ""lush"", ""start"": 3.566, ""end"": 3.888, ""score"": 0.879}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",magical,4.211,4.634,0.986,"{""word"": ""magical"", ""start"": 4.211, ""end"": 4.634, ""score"": 0.986}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",forest,4.735,5.178,0.866,"{""word"": ""forest"", ""start"": 4.735, ""end"": 5.178, ""score"": 0.866}"
datasets\Corpus\adult\audio\test_split\AD09067.wav,en,0,0,0.0,5.48," Stepping through the passage, they found themselves in a lush magical forest and","[50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639]",0.0,-0.1873180998696221,1.0666666666666667,0.006310479249805212,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 5.48, ""text"": "" Stepping through the passage, they found themselves in a lush magical forest and"", ""tokens"": [50365, 3592, 3759, 807, 264, 11497, 11, 436, 1352, 2969, 294, 257, 49729, 12066, 6719, 293, 50639], ""temperature"": 0.0, ""avg_logprob"": -0.1873180998696221, ""compression_ratio"": 1.0666666666666667, ""no_speech_prob"": 0.006310479249805212}",and,5.399,5.5,0.667,"{""word"": ""and"", ""start"": 5.399, ""end"": 5.5, ""score"": 0.667}"
datasets\Corpus\adult\audio\test_split\AD09072.wav,hi,0,0,0.0,15.64," दाच सब बैरिन लैंड, बैरिन पड़ी है, ऐसा लगता है कि ये डेजर्ट है एक, और there are small small mountains are there, जो mountains हैं, that are short heighted mountains, जिससे कि साफ नजर आता है कि ये डेजर्ट का पाथ है,","[50365, 8485, 99, 17937, 3941, 248, 49316, 3941, 105, 8485, 105, 43372, 25411, 33279, 35082, 8485, 110, 43372, 31945, 3941, 94, 11, 8485, 105, 43372, 25411, 33279, 35082, 8485, 103, 3941, 94, 3941, 120, 31881, 37139, 43372, 11, 8485, 238, 45938, 17937, 8485, 110, 3941, 245, 36158, 17937, 37139, 43372, 31970, 33279, 8485, 107, 21981, 8485, 94, 21981, 3941, 250, 25411, 27099, 3941, 253, 37139, 43372, 8485, 237, 41858, 11, 8485, 242, 25411, 456, 366, 1359, 1359, 10233, 366, 456, 11, 8485, 250, 33926, 10233, 37139, 43372, 31945, 11, 300, 366, 2099, 6681, 292, 10233, 11, 8485, 250, 33279, 45938, 45938, 21981, 31970, 33279, 49316, 17937, 3941, 104, 8485, 101, 3941, 250, 25411, 8485, 228, 36158, 17937, 37139, 43372, 31970, 33279, 8485, 107, 21981, 8485, 94, 21981, 3941, 250, 25411, 27099, 3941, 253, 31970, 17937, 8485, 103, 17937, 3941, 98, 37139, 43372, 11, 51147]",0.0,-0.09908942518563106,1.8846153846153846,0.04404152184724808,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 15.64, ""text"": "" दाच सब बैरिन लैंड, बैरिन पड़ी है, ऐसा लगता है कि ये डेजर्ट है एक, और there are small small mountains are there, जो mountains हैं, that are short heighted mountains, जिससे कि साफ नजर आता है कि ये डेजर्ट का पाथ है,"", ""tokens"": [50365, 8485, 99, 17937, 3941, 248, 49316, 3941, 105, 8485, 105, 43372, 25411, 33279, 35082, 8485, 110, 43372, 31945, 3941, 94, 11, 8485, 105, 43372, 25411, 33279, 35082, 8485, 103, 3941, 94, 3941, 120, 31881, 37139, 43372, 11, 8485, 238, 45938, 17937, 8485, 110, 3941, 245, 36158, 17937, 37139, 43372, 31970, 33279, 8485, 107, 21981, 8485, 94, 21981, 3941, 250, 25411, 27099, 3941, 253, 37139, 43372, 8485, 237, 41858, 11, 8485, 242, 25411, 456, 366, 1359, 1359, 10233, 366, 456, 11, 8485, 250, 33926, 10233, 37139, 43372, 31945, 11, 300, 366, 2099, 6681, 292, 10233, 11, 8485, 250, 33279, 45938, 45938, 21981, 31970, 33279, 49316, 17937, 3941, 104, 8485, 101, 3941, 250, 25411, 8485, 228, 36158, 17937, 37139, 43372, 31970, 33279, 8485, 107, 21981, 8485, 94, 21981, 3941, 250, 25411, 27099, 3941, 253, 31970, 17937, 8485, 103, 17937, 3941, 98, 37139, 43372, 11, 51147], ""temperature"": 0.0, ""avg_logprob"": -0.09908942518563106, ""compression_ratio"": 1.8846153846153846, ""no_speech_prob"": 0.04404152184724808}",दाच,0.0,0.421,0.592,"{""word"": ""दाच"", ""start"": 0.0, ""end"": 0.421, ""score"": 0.592}"
datasets\Corpus\adult\audio\test_split\AD09072.wav,hi,0,0,0.0,15.64," दाच सब बैरिन लैंड, बैरिन पड़ी है, ऐसा लगता है कि ये डेजर्ट है एक, और there are small small mountains are there, जो mountains हैं, that are short heighted mountains, जिससे कि साफ नजर आता है कि ये डेजर्ट का पाथ है,","[50365, 8485, 99, 17937, 3941, 248, 49316, 3941, 105, 8485, 105, 43372, 25411, 33279, 35082, 8485, 110, 43372, 31945, 3941, 94, 11, 8485, 105, 43372, 25411, 33279, 35082, 8485, 103, 3941, 94, 3941, 120, 31881, 37139, 43372, 11, 8485, 238, 45938, 17937, 8485, 110, 3941, 245, 36158, 17937, 37139, 43372, 31970, 33279, 8485, 107, 21981, 8485, 94, 21981, 3941, 250, 25411, 27099, 3941, 253, 37139, 43372, 8485, 237, 41858, 11, 8485, 242, 25411, 456, 366, 1359, 1359, 10233, 366, 456, 11, 8485, 250, 33926, 10233, 37139, 43372, 31945, 11, 300, 366, 2099, 6681, 292, 10233, 11, 8485, 250, 33279, 45938, 45938, 21981, 31970, 33279, 49316, 17937, 3941, 104, 8485, 101, 3941, 250, 25411, 8485, 228, 36158, 17937, 37139, 43372, 31970, 33279, 8485, 107, 21981, 8485, 94, 21981, 3941, 250, 25411, 27099, 3941, 253, 31970, 17937, 8485, 103, 17937, 3941, 98, 37139, 43372, 11, 51147]",0.0,-0.09908942518563106,1.8846153846153846,0.04404152184724808,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 15.64, ""text"": "" दाच सब बैरिन लैंड, बैरिन पड़ी है, ऐसा लगता है कि ये डेजर्ट है एक, और there are small small mountains are there, जो mountains हैं, that are short heighted mountains, जिससे कि साफ नजर आता है कि ये डेजर्ट का पाथ है,"", ""tokens"": [50365, 8485, 99, 17937, 3941, 248, 49316, 3941, 105, 8485, 105, 43372, 25411, 33279, 35082, 8485, 110, 43372, 31945, 3941, 94, 11, 8485, 105, 43372, 25411, 33279, 35082, 8485, 103, 3941, 94, 3941, 120, 31881, 37139, 43372, 11, 8485, 238, 45938, 17937, 8485, 110, 3941, 245, 36158, 17937, 37139, 43372, 31970, 33279, 8485, 107, 21981, 8485, 94, 21981, 3941, 250, 25411, 27099, 3941, 253, 37139, 43372, 8485, 237, 41858, 11, 8485, 242, 25411, 456, 366, 1359, 1359, 10233, 366, 456, 11, 8485, 250, 33926, 10233, 37139, 43372, 31945, 11, 300, 366, 2099, 6681, 292, 10233, 11, 8485, 250, 33279, 45938, 45938, 21981, 31970, 33279, 49316, 17937, 3941, 104, 8485, 101, 3941, 250, 25411, 8485, 228, 36158, 17937, 37139, 43372, 31970, 33279, 8485, 107, 21981, 8485, 94, 21981, 3941, 250, 25411, 27099, 3941, 253, 31970, 17937, 8485, 103, 17937, 3941, 98, 37139, 43372, 11, 51147], ""temperature"": 0.0, ""avg_logprob"": -0.09908942518563106, ""compression_ratio"": 1.8846153846153846, ""no_speech_prob"": 0.04404152184724808}",सब,0.481,0.581,0.908,"{""word"": ""सब"", ""start"": 0.481, ""end"": 0.581, ""score"": 0.908}"
