audio,sentence,total_words,num_english_words,num_hindi_words,CMI,duration_sec,WPM,speech_rate,code_switch_count,hi_to_en_switch,en_to_hi_switch
AD34093.wav,In the heart of a bustling city दो siblings रहते थे।,11,8,3,27.27,3.4409375,191.81,3.2,3,1,2
AD34094.wav,Veer and Diya. Veer बड़े भाई known for his curiosity and Diya छोटी बहन,14,10,4,28.57,7.0015,119.97,2.0,3,1,2
AD34096.wav,while exploring the attic of their old house,8,8,0,0.0,2.5555625,187.83,3.13,0,0,0
AD34097.wav,तब उन्हें एक dusty old book मिली,7,3,4,42.86,1.933875,217.18,3.62,2,1,1
AD34098.wav,filled with mysterious symbols and ancient drawings,7,7,0,0.0,2.8193125,148.97,2.48,0,0,0
AD34099.wav,excited by their discovery they spent hours,7,7,0,0.0,2.517875,166.81,2.78,0,0,0
AD34100.wav,deciphering the symbols,3,3,0,0.0,1.7455,103.12,1.72,0,0,0
AD34101.wav,translating a passage that spoke of a hidden portal to a magical world,13,13,0,0.0,4.0815,191.11,3.19,0,0,0
AD34102.wav,सूरज अस्त होने पर वीर और दीया ने इस छुपी गुफा को ढूंढने की एक,15,0,15,0.0,4.51475,199.35,3.32,0,0,0
AD34103.wav,यात्रा पर निकलने का फैसला किया।,6,0,6,0.0,2.59325,138.82,2.31,0,0,0
AD34104.wav,After searching high and low उन्हें city के किनारे एक old abandoned house खोज निकाला।,15,9,6,40.0,4.7596875,189.09,3.15,5,2,3
AD34105.wav,With bated breath they explored the old house discovering a hidden passage behind a bookshelf,15,15,0,0.0,4.646625,193.69,3.23,0,0,0
AD34106.wav,Stepping through the passage they found themselves in a lush magical forest,12,12,0,0.0,4.3640625,164.98,2.75,0,0,0
AD34107.wav,Anxiously उन्होंने जंगल के अंदर और गहरा,7,1,6,14.29,3.29025,127.65,2.13,1,0,1
AD34108.wav,गहरा प्रवेश किया,3,0,3,0.0,1.3310625,135.23,2.25,0,0,0
AD34109.wav,जहां उन्होंने कल्प-वृक्षों और जादूई,5,0,5,0.0,2.4990625,120.05,2.0,0,0,0
AD34110.wav,दृश्यों का सामना किया।,4,0,4,0.0,1.53825,156.02,2.6,0,0,0
AD34111.wav,कई घंटों के अन्वेषण के बाद,6,0,6,0.0,2.781625,129.42,2.16,0,0,0
AD34112.wav,उन्होंने जंगल के मध्य में स्थित एक महल को खोज निकाला।,11,0,11,0.0,4.0815,161.71,2.7,0,0,0
AD34113.wav,महल के द्वार पर उनका एक,6,0,6,0.0,1.8396875,195.69,3.26,0,0,0
AD34114.wav,पुराने बुधिमान,2,0,2,0.0,1.236875,97.02,1.62,0,0,0
AD34115.wav,विद्वान ने स्वागत किया,4,0,4,0.0,1.4440625,166.2,2.77,0,0,0
AD34116.wav,The wizard welcomed them reminding them that the,8,8,0,0.0,3.1395625,152.89,2.55,0,0,0
AD34117.wav,true magic lies within their hearts and,7,7,0,0.0,2.7815625,150.99,2.52,0,0,0
AD34118.wav,इस image में हमें,4,1,3,25.0,1.7643125,136.03,2.27,2,1,1
AD34119.wav,आदमी दिख रहा है जो,5,0,5,0.0,1.6513125,181.67,3.03,0,0,0
AD34120.wav,तूटे फूटे,2,0,2,0.0,0.95425,125.75,2.1,0,0,0
AD34121.wav,किसी material के ऊपर बैठा है या खड़ा है,9,1,8,11.11,3.1206875,173.04,2.88,2,1,1
AD34122.wav,think that this man is thinking about something or like,10,10,0,0.0,2.70625,221.71,3.7,0,0,0
AD34123.wav,To how to go to his home because there is no way,12,12,0,0.0,3.76125,191.43,3.19,0,0,0
AD34124.wav,यह पूरा जमीन बिल्कुल बंजर एक इलाका लग रहा है,10,0,10,0.0,3.252625,184.47,3.07,0,0,0
AD34125.wav,इस में बस ये और इस पूरे बंजर इलाका ही दिख रहा है,13,0,13,0.0,3.554,219.47,3.66,0,0,0
AD34126.wav,There is no one in the image other than this man,11,11,0,0.0,2.4236875,272.31,4.54,0,0,0
AD34127.wav,and the barren land,4,4,0,0.0,1.7831875,134.59,2.24,0,0,0
AD34128.wav,this image,2,2,0,0.0,0.878875,136.54,2.28,0,0,0
AD34129.wav,Feels,1,1,0,0.0,0.4644375,129.19,2.15,0,0,0
AD34130.wav,and debict the loneliness of the,6,6,0,0.0,2.8758125,125.18,2.09,0,0,0
AD34131.wav,or there can be a barren land where only one man,11,11,0,0.0,3.0641875,215.39,3.59,0,0,0
AD34132.wav,or a one woman or anyone,6,6,0,0.0,1.915,187.99,3.13,0,0,0
AD34133.wav,spends time और,3,2,1,33.33,1.293375,139.17,2.32,1,0,1
AD34134.wav,हटके वह अपने बारे में सोच और think करें कुछ भी,11,1,10,9.09,3.1584375,208.96,3.48,2,1,1
AD34135.wav,अपनी life की सबसे बड़ी चीजे जो उसके साथ हुई है चाहे सही हो या गलत जो भी है वह think करें,22,2,20,9.09,5.3436875,247.02,4.12,4,2,2
AD34136.wav,या think करें उसके बारे में,6,1,5,16.67,1.670125,215.55,3.59,2,1,1
AD34137.wav,इस image में हमें यह दिख रहा है कि यहां दो बच्चे खाना खा रहे हैं,16,1,15,6.25,3.87425,247.79,4.13,2,1,1
AD34138.wav,and one is crying,4,4,0,0.0,1.820875,131.8,2.2,0,0,0
AD34139.wav,other one is also in the mood of crying,9,9,0,0.0,2.857,189.01,3.15,0,0,0
AD34140.wav,वह अपने आप को control कर रहा है,8,1,7,12.5,1.613625,297.47,4.96,2,1,1
AD34141.wav,जो पहला बच्चा है वह,5,0,5,0.0,1.613625,185.92,3.1,0,0,0
AD34142.wav,अपने खाने के साथ साथ बहुत ज्यादा रो रहा है,10,0,10,0.0,2.8381875,211.4,3.52,0,0,0
AD34143.wav,और जो दूसरा बच्चा है वो इसे देख देख के रो रहा है,13,0,13,0.0,2.517875,309.79,5.16,0,0,0
AD34144.wav,और यह बच्चा एक,4,0,4,0.0,1.4440625,166.2,2.77,0,0,0
AD34145.wav,इस stare कर रहा है जिससे कि उसकी ये जब बच्चों होते हैं उनकी वो एक,16,1,15,6.25,4.3640625,219.98,3.67,2,1,1
AD34146.wav,curiousity होती है कि हमारे की जो फोटो खीच रही है वो क्या चीज है या क्या,17,1,16,5.88,3.855375,264.57,4.41,1,0,1
AD34147.wav,device है वो,3,1,2,33.33,0.9165625,196.39,3.27,1,0,1
AD34148.wav,इस image में हमारे पास एक बच्चा है जो बहुत ज्यादा खुश हो रहा है smile कर रहा है,19,2,17,10.53,4.5148125,252.5,4.21,4,2,2
AD34149.wav,शायद आज उसका कुछ अच्छा दिन हो या,8,0,8,0.0,2.3295,206.05,3.43,0,0,0
AD34150.wav,कुछ अच्छा हुआ हो इसके साथ वो बहुत जादा खुश है आज,12,0,12,0.0,3.2525625,221.36,3.69,0,0,0
AD34151.wav,इस image में हमें,4,1,3,25.0,1.0484375,228.91,3.82,2,1,1
AD34152.wav,आदमी दिख रहा है जो,5,0,5,0.0,1.3686875,219.19,3.65,0,0,0
AD34153.wav,उडने कोशिश कर रहा है या superman की तरह अपने आपको debate कर रहा है उसने एक अपने हाथ में cloth ले रखा है,24,3,21,12.5,5.9465625,242.16,4.04,6,3,3
AD34154.wav,जिससे कि वह jump करके,5,1,4,20.0,1.444125,207.74,3.46,2,1,1
AD34155.wav,हमें फोटो में दिखा रहे है कि वो उड पा रहा है पर वो,14,0,14,0.0,3.045375,275.83,4.6,0,0,0
AD34157.wav,depict हो रहा है कि वह उड़ पा रहा है,10,1,9,10.0,1.8585625,322.83,5.38,1,0,1
AD34158.wav,चमका कमाल है और इस photograph लेने वाले का,9,1,8,11.11,3.3279375,162.26,2.7,2,1,1
AD34159.wav,इस image में हमारे पास एक christmas tree है,9,3,6,33.33,2.404875,224.54,3.74,4,2,2
AD34160.wav,यह सजा हुआ है,4,0,4,0.0,1.3121875,182.9,3.05,0,0,0
AD34161.wav,अभी जैसे कि christmas का time है उस time पर यह सजा हुआ है,14,3,11,21.43,3.1960625,262.82,4.38,6,3,3
AD34162.wav,जिससे कि,2,0,2,0.0,0.95425,125.75,2.1,0,0,0
AD34163.wav,christmas में मानते है कि जैसे santa clause जब भी आयेंगे वो gifts लेके आते हैं तो,17,4,13,23.53,4.7031875,216.87,3.61,5,2,3
AD34164.wav,इसलिए इनका कि शायद christmas हो,6,1,5,16.67,2.64975,135.86,2.26,2,1,1
AD34165.wav,दिसम्बर को,2,0,2,0.0,0.878875,136.54,2.28,0,0,0
AD34166.wav,तो उस time पे जैसे सजाते हैं सब लोग christmas tree को,12,3,9,25.0,3.6670625,196.34,3.27,4,2,2
AD34167.wav,santa clause आए या जब भी अपने एक festival को celebrate करने का तरीका होता है,16,4,12,25.0,4.740875,202.49,3.37,5,2,3
AD35001.wav,What's your favourite festival and how did you celebrate your last festival? What do you feel about that?,18,18,0,0.0,4.9291875,219.1,3.65,0,0,0
AD35002.wav,festvals के हिसाब से मैं दिवाली काफी enjoy करता हूं i think holidays are nice,15,7,8,46.67,4.7785,188.34,3.14,4,2,2
AD35003.wav,four to five days,4,4,0,0.0,0.8411875,285.31,4.76,0,0,0
AD35004.wav,थोड़ा उसका religious significance भी एक चीज है,8,2,6,25.0,2.8193125,170.25,2.84,2,1,1
AD35005.wav,and,1,1,0,0.0,0.596375,100.61,1.68,0,0,0
AD35006.wav,एक general ambiance होता है उस type का,8,3,5,37.5,2.6685625,179.87,3.0,4,2,2
AD35007.wav,वह मुझे काफी अच्छा लगता है,6,0,6,0.0,1.2745,282.46,4.71,0,0,0
AD35008.wav,How did you celebrate your last festival?,7,7,0,0.0,2.386,176.03,2.93,0,0,0
AD35009.wav,last time due to some certain,6,6,0,0.0,2.12225,169.63,2.83,0,0,0
AD35010.wav,circumstances festival तो ऐसे support नहीं कर पाए थे,9,3,6,33.33,3.0830625,175.15,2.92,3,1,2
AD35011.wav,but more or less दिन भर घर के अंदर ही पड़े हुए थे।,13,4,9,30.77,2.4048125,324.35,5.41,1,0,1
AD35012.wav,as such कुछ किया नहीं ज्यादा,6,2,4,33.33,1.349875,266.69,4.44,1,0,1
AD35013.wav,जो dishes वगैरा बनती है,5,1,4,20.0,1.4251875,210.5,3.51,2,1,1
AD35014.wav,उसके अलावा तो as such कुछ किया नहीं,8,2,6,25.0,1.8585,258.27,4.3,2,1,1
AD35015.wav,रात को मेरे dog काफी परिशान हो गया था fireworks के कारण,12,2,10,16.67,4.3640625,164.98,2.75,4,2,2
AD35016.wav,i think थोड़ा fireworks करने चाहिए but limit में,9,5,4,44.44,2.838125,190.27,3.17,5,2,3
AD35017.wav,What do you feel about that?,6,6,0,0.0,1.406375,255.98,4.27,0,0,0
AD35018.wav,feelings काफी neutral है circumstances ही कुछ ऐसे थे,9,3,6,33.33,3.1771875,169.96,2.83,5,2,3
AD35019.wav,but हां जहां तक overall festival की बात है i think,11,5,6,45.45,3.8930625,169.53,2.83,4,2,2
AD35020.wav,firecrackers का एक religious significance है,6,3,3,50.0,2.461375,146.26,2.44,3,1,2
AD35021.wav,जिसे बोलते हैं कि उससे पहले श्राद होते हैं,9,0,9,0.0,2.7439375,196.8,3.28,0,0,0
AD35022.wav,कि आप ancistors को अपने seeoff कर रहे हो उनकी guidance के लिए हो right।,15,3,12,20.0,3.4975,257.33,4.29,6,3,3
AD35023.wav,बच मुझे लगता है कि थोड़े लिमिट में ही फोड़ने चाहिए,11,0,11,0.0,2.6874375,245.59,4.09,0,0,0
AD35024.wav,जैसे मेरे खुद का dog हैं तो इसके साथ काफी issue हो जाता है उन चीजों पे,17,2,15,11.76,3.8743125,263.27,4.39,4,2,2
AD35025.wav,So yeah although I love the festival,7,7,0,0.0,2.2164375,189.49,3.16,0,0,0
AD35026.wav,I don't enjoy certain aspects of it whereas I understand some religious,12,12,0,0.0,4.8350625,148.91,2.48,0,0,0
AD35027.wav,perspectives,1,1,0,0.0,0.8600625,69.76,1.16,0,0,0
AD35028.wav,जो लोग काफी कुछ avoid कर देते हैं more or less,11,4,7,36.36,3.478625,189.73,3.16,3,2,1
AD35029.wav,next question is Do you like watching series or TV show? Can you tell about your favourite series or TV show?,21,21,0,0.0,5.51325,228.54,3.81,0,0,0
AD35030.wav,Yes I like watching series or TV show,8,8,0,0.0,3.214875,149.31,2.49,0,0,0
AD35031.wav,fantacy genre जो होता है मैं particularly enjoy करता हूं sci fi genre भी मैं particularly enjoy करता हूं,19,9,10,47.37,5.871125,194.17,3.24,7,3,4
AD35032.wav,i think tv show एक complete picture होना चाहिए it can teah you alot,14,11,3,21.43,5.324875,157.75,2.63,4,2,2
AD35033.wav,about things it can give you It can make you feel things,12,12,0,0.0,2.9888125,240.9,4.01,0,0,0
AD35034.wav,experience कभी करो या ना करो,6,1,5,16.67,1.839625,195.69,3.26,1,0,1
AD35035.wav,Can you tell about your favourite series or TV show? favourite series or TV show,15,15,0,0.0,4.269875,210.78,3.51,0,0,0
AD35036.wav,i think मैंने game of thrones काफी enjoy किया,9,6,3,33.33,2.1034375,256.72,4.28,5,2,3
AD35037.wav,daenerys के,2,1,1,50.0,1.1049375,108.6,1.81,1,0,1
AD35039.wav,मुझे Breaking Bad काफी अच्छा लगा था,7,2,5,28.57,1.5005625,279.9,4.66,2,1,1
AD35040.wav,मैं chemistry background से हूं,5,2,3,40.0,1.5948125,188.11,3.14,2,1,1
AD35041.wav,तो कहीं ना कहीं थोड़ा breaking bad भी मैंने काफी enjoy किया था,13,3,10,23.08,3.101875,251.46,4.19,4,2,2
AD35042.wav,right now मैंने फाल fallout की tv series भी देखे थी मैं fall out की tv series भी,18,9,9,50.0,4.5148125,239.21,3.99,9,4,5
AD35043.wav,काफी enjoy कर रहा हूं,5,1,4,20.0,1.406375,213.31,3.56,2,1,1
AD35044.wav,Other than that..,3,3,0,0.0,1.293375,139.17,2.32,0,0,0
AD35045.wav,I think I have to move towards anime,8,8,0,0.0,2.254125,212.94,3.55,0,0,0
AD35046.wav,And I just love that you character body building अगर किसी को मतलब body building सीखनी।,16,11,5,31.25,5.494375,174.72,2.91,3,1,2
AD35047.wav,किसी को foot shadowing सीखनी है,6,2,4,33.33,1.5948125,225.73,3.76,2,1,1
AD35048.wav,तो I think Oda is the master for everything Ichiri Oda,11,10,1,9.09,3.40325,193.93,3.23,1,1,0
AD35049.wav,all time favourite series of TV shows,7,7,0,0.0,2.2164375,189.49,3.16,0,0,0
AD35050.wav,अगर उसको उस category में लेंगे  Other than thatIf it's about American I think Breaking Bad is to good,19,14,5,26.32,5.767125,197.67,3.29,3,2,1
AD35051.wav,What's your hometown? What's so special about the place? Would you like to recommend something from your place to everyone?,20,20,0,0.0,5.3625,223.78,3.73,0,0,0
AD35052.wav,तो i think सबको एक न एक बार वहां जाना चाहिए tihri is a very beautiful place,17,8,9,47.06,3.7989375,268.5,4.47,3,2,1
AD35053.wav,Would you like to recommend something from your place to everyone? Yes? A lot of things. घूमो पहाड़ देखो enjoy करो,21,17,4,19.05,5.8523125,215.3,3.59,3,1,2
AD35054.wav,Worth it,2,2,0,0.0,0.634,189.27,3.15,0,0,0
AD35055.wav,I talk about dehradun हां  अगर आपको city life चाहिए i think Dehradun is better,15,11,4,26.67,4.1003125,219.5,3.66,4,2,2
AD35056.wav,यहाँ पे opportunities better हैं यहाँ पे places better हैं,10,4,6,40.0,3.629375,165.32,2.76,4,2,2
AD35057.wav,देहरादून के बारे में particular i think weather भी काफी अच्छा है,12,4,8,33.33,3.81775,188.59,3.14,2,1,1
AD35058.wav,इस heat wave के पहले तो weatherकाफी ठीक ही था इतनी ज़्बा गर्मी भी नहीं होती है,17,2,15,11.76,4.138,246.5,4.11,2,1,1
AD35059.wav,but हां देहरादून का weather काफी ठीक है i think dehradin is getting crowded,14,8,6,42.86,3.4598125,242.79,4.05,4,2,2
AD35060.wav,crowded होने के कारण,4,1,3,25.0,1.4440625,166.2,2.77,1,0,1
AD35061.wav,थोड़ा frustration है,3,1,2,33.33,1.1991875,150.1,2.5,2,1,1
AD35062.wav,Oh Dehradun is also a nice place,7,7,0,0.0,1.5383125,273.03,4.55,0,0,0
AD35063.wav,What's so special about the place?,6,6,0,0.0,1.48175,242.96,4.05,0,0,0
AD35064.wav,Weather,1,1,0,0.0,0.558625,107.41,1.79,0,0,0
AD35065.wav,लोग भी अभी ठीक ही है आगे का तो पता नहीं,11,0,11,0.0,1.9526875,338.0,5.63,0,0,0
AD35066.wav,Would you like to recommend something from your place to everyone?,11,11,0,0.0,2.4613125,268.15,4.47,0,0,0
AD35067.wav,recommend,1,1,0,0.0,0.9543125,62.87,1.05,0,0,0
AD35068.wav,I don't know,3,3,0,0.0,1.086125,165.73,2.76,0,0,0
AD35069.wav,dehradun मे मैं क्या recommend?,5,2,3,40.0,1.349875,222.24,3.7,2,1,1
AD35070.wav,आप अच्छे cafe जा सकते हो coffee पी सकते हो काफी enjoy कर सकते हो i think,17,5,12,29.41,4.3264375,235.76,3.93,7,4,3
AD35071.wav,I'll recommend a lot of cafes in Dehradun,8,8,0,0.0,2.06575,232.36,3.87,0,0,0
AD35072.wav,What kind of food do you like? Can you tell me about your favourite dish?,15,15,0,0.0,2.8004375,321.38,5.36,0,0,0
AD35073.wav,I think I am more of a like you know जो खाने को prepare करें,15,11,4,26.67,3.5916875,250.58,4.18,3,1,2
AD35074.wav,But if I talk about my individual choices,8,8,0,0.0,3.4033125,141.04,2.35,0,0,0
AD35075.wav,I think I enjoy South Indian,6,6,0,0.0,2.3671875,152.08,2.53,0,0,0
AD35076.wav,i think dosa,3,3,0,0.0,0.7846875,229.39,3.82,0,0,0
AD35077.wav,Different type of dosa,4,4,0,0.0,1.029625,233.09,3.88,0,0,0
AD35078.wav,paper डोसा जो थोड़ा होता है जो हम घर में डोसा मनाते हैं usually that is the,17,5,12,29.41,3.8554375,264.56,4.41,2,1,1
AD35080.wav,Can you tell me about your favourite dish dosa a lot of variation मसाला डाल सकते हो butter डाल सकते हो,21,14,7,33.33,5.56975,226.22,3.77,3,1,2
AD35081.wav,nions chop कर सकते हो,5,2,3,40.0,1.5759375,190.36,3.17,1,0,1
AD35082.wav,मिर्च डाल सकते हो,4,0,4,0.0,1.255625,191.14,3.19,0,0,0
AD35084.wav,paneer dosa,2,2,0,0.0,0.765875,156.68,2.61,0,0,0
AD35085.wav,कई जगह तो अंडा non veg भी डालते हैं All though I am a vegetarian,15,8,7,46.67,2.894625,310.92,5.18,3,2,1
AD35086.wav,If I talk about what kind of food do I like?,11,11,0,0.0,2.12225,310.99,5.18,0,0,0
AD35087.wav,South Indian,2,2,0,0.0,0.765875,156.68,2.61,0,0,0
AD35088.wav,But I think South Indian food is quite great,9,9,0,0.0,2.06575,261.41,4.36,0,0,0
AD35089.wav,culturally भी and health wise भी,6,4,2,33.33,1.349875,266.69,4.44,3,1,2
AD35090.wav,What is your favourite destination for holiday? Why do you like that place?,13,13,0,0.0,3.23375,241.21,4.02,0,0,0
AD35091.wav,पहाड best है?,3,1,2,33.33,0.8600625,209.29,3.49,2,1,1
AD35092.wav,Sikkim. Yeah I particularly enjoyed Sikkim when I went there in twenty,12,12,0,0.0,4.797375,150.08,2.5,0,0,0
AD35093.wav,twelve or thirteen,3,3,0,0.0,1.086125,165.73,2.76,0,0,0
AD35095.wav,Maggie खाई थी,3,1,2,33.33,1.1615,154.97,2.58,1,0,1
AD35096.wav,चालिस रुपए की उस जमाने में,6,0,6,0.0,1.462875,246.09,4.1,0,0,0
AD35097.wav,sombo lake पे अराउंड at six thousand meters पे like too good,12,9,3,25.0,3.5916875,200.46,3.34,4,2,2
AD35098.wav,दार्जिलिंग के tea garden different different type टाइप के चाय लाए थे that was also too good,17,10,7,41.18,4.326375,235.76,3.93,3,2,1
AD35099.wav,infrastructure of sikkim and dargiling and sikkim border area होने के कारण that is also great,16,13,3,18.75,4.1945,228.87,3.81,2,1,1
AD35100.wav,i think मैं destination holiday बोलूंगा की सिक्किम will be one of the most,14,10,4,28.57,3.9684375,211.67,3.53,4,2,2
AD35101.wav,Top choices,2,2,0,0.0,0.7281875,164.79,2.75,0,0,0
AD35102.wav,due to the ambience the culture and everything,8,8,0,0.0,2.4801875,193.53,3.23,0,0,0
AD35103.wav,I think Andaman and Nicobar comes close to it,9,9,0,0.0,2.3295,231.81,3.86,0,0,0
AD35104.wav,बहुत साफ beaches है underwater diving करो।,7,3,4,42.86,2.517875,166.81,2.78,4,2,2
AD35105.wav,completely नई दुनिया है,4,1,3,25.0,1.236875,194.04,3.23,1,0,1
AD35106.wav,closed one है i think sikkim,6,5,1,16.67,1.7643125,204.05,3.4,2,1,1
AD35107.wav,followed by Andaman Nicobar,4,4,0,0.0,1.6135625,148.74,2.48,0,0,0
AD35108.wav,Andaman Nicobar में थोड़ा veg मिलने का दिक्कत है,9,3,6,33.33,2.06575,261.41,4.36,3,1,2
AD35109.wav,other than that Andaman Nicobar is like second close of us,11,11,0,0.0,3.1771875,207.73,3.46,0,0,0
AD35110.wav,Please read these lines एक छोटे से गाँव में दो friends रहते थे चिंटू और राजू। दोनों ही बच्चे,19,5,14,26.32,4.9480625,230.39,3.84,3,1,2
AD35111.wav,बहुत मस्ती करते थे और उनकी friendship बिल्कुल चुटकियों की तरह थी - हमेशा पास हमेशा साथ।,16,1,15,6.25,5.701625,168.37,2.81,2,1,1
AD35112.wav,चिंटू और राजू ने एक दिन सुना कि उनके पास के जंगल में एक जादुई गुफा है।,17,0,17,0.0,4.2510625,239.94,4.0,0,0,0
AD35113.wav,इसे सुनके दोनों ने सोचा कि ये उनका next adventure spot हो सकता है।,14,3,11,21.43,3.949625,212.68,3.54,2,1,1
AD35114.wav,So चिंटू और राजू ने अपने,6,1,5,16.67,1.42525,252.59,4.21,1,0,1
AD35115.wav,झोलों में कुछ snacks और पानी pack किया और गुफा की तरफ चल दिये। As they walked through the jungle they felt,22,10,12,45.45,4.8161875,274.08,4.57,5,3,2
AD35116.wav,as if someone were watching them,6,6,0,0.0,1.8585625,193.7,3.23,0,0,0
AD35117.wav,पर उन्होंने हिम्मत नहीं हारी. जब वो गुफा तक पहुंच गए उन्हें गुफा से एक अजीब सी आवाज आई,19,0,19,0.0,4.87275,233.95,3.9,0,0,0
AD35118.wav,Welcome चिंटू और राजू! मैं हूं गुफा का guardian।,9,1,8,11.11,3.2714375,165.07,2.75,1,0,1
AD35119.wav,तुम दोनों को यहां के राज़ पता चलेंगे। चिंटू और राजू ने guardian के दिए गए task complete कर लिए।,20,3,17,15.0,6.3233125,189.77,3.16,4,2,2
AD35120.wav,और एक task के बाद उन्हें गुफा का secret थोड़ा और समझ आ गया। Slowly and steadily the secrets of the cave began to unfold between them,27,15,12,44.44,7.6231875,212.51,3.54,5,3,2
AD35121.wav,unfold before them,3,3,0,0.0,1.1426875,157.52,2.63,0,0,0
AD35122.wav,इस गुफा का राज है... साथ निभाना और एक दूसरे की मदद करना!,13,0,13,0.0,3.572875,218.31,3.64,0,0,0
AD35123.wav,ये गुफा उन लोगों के लिए है जो दोस्ती में प्यार में और साथ में हमेशा रहते हैं।,18,0,18,0.0,3.9685,272.14,4.54,0,0,0
AD35125.wav,चिंटू और राजू ने इस राज़ को समझा और इसके बाद से उनकी दोस्ती और मज़बूत हो गई।,18,0,18,0.0,3.9873125,270.86,4.51,0,0,0
AD35126.wav,तो बच्चों ये थी चिंटू और राजू की अनोखी गुफा की कहानी।,12,0,12,0.0,2.97,242.42,4.04,0,0,0
AD35127.wav,दोस्ती और साथ में रहना ही असली ख़ुशी है।,9,0,9,0.0,2.06575,261.41,4.36,0,0,0
AD35128.wav,मिलते हैं अगली कहानी में तब,6,0,6,0.0,1.6325,220.52,3.68,0,0,0
AD35129.wav,अपना ख्याल रखो और दोस्ती को हमेशा समझो! अलविदा!,9,0,9,0.0,4.006125,134.79,2.25,0,0,0
AD35130.wav,Please read these lines,4,4,0,0.0,0.9354375,256.56,4.28,0,0,0
AD35131.wav,in the heart of bustling city,6,6,0,0.0,1.406375,255.98,4.27,0,0,0
AD35132.wav,दो siblings रहते थे Veer and Diya. Veer बड़े भाई known for his curiosity and Diya,16,11,5,31.25,5.5320625,173.53,2.89,5,3,2
AD35133.wav,admired for her creativity,4,4,0,0.0,1.8773125,127.84,2.13,0,0,0
AD35134.wav,एक गर्मी के दिन के दोपहर में while exploring the attic of their old house,15,8,7,46.67,3.742375,240.49,4.01,1,1,0
AD35135.wav,तब उन्हें एक dusty old book  मिली filled with mysterious symbols and ancient drawings,14,10,4,28.57,4.2510625,197.6,3.29,3,2,1
AD35136.wav,Excited by their discovery they spent hours,7,7,0,0.0,2.4425625,171.95,2.87,0,0,0
AD35137.wav,deciphering the symbol finally translating a passage,7,7,0,0.0,3.0265625,138.77,2.31,0,0,0
AD35138.wav,सूरज अस्त होने पर वीर और दीया ने इस छुपी गुफा को ढूंढने की एक यात्रा पर निकलने का फैसला किया।,21,0,21,0.0,5.777,218.11,3.64,0,0,0
AD35139.wav,After searching high and low उन्हें city के किनारे,9,6,3,33.33,2.6120625,206.73,3.45,3,1,2
AD35140.wav,एक old abandoned house खोज निकाला।,6,3,3,50.0,1.802,199.78,3.33,2,1,1
AD35141.wav,With bated breath they explored the old house discovering a hidden passage behind a bookshelf,15,15,0,0.0,5.3436875,168.42,2.81,0,0,0
AD35142.wav,Stepping through the passage they found themselves in a lush magical forest,12,12,0,0.0,3.0641875,234.97,3.92,0,0,0
AD35143.wav,anxiously,1,1,0,0.0,0.765875,78.34,1.31,0,0,0
AD35144.wav,और गहरा प्रवेश किया,4,0,4,0.0,1.1238125,213.56,3.56,0,0,0
AD35145.wav,जहां उन्होंने कल्प-वृक्षों और जादूई दृश्यों का,7,0,7,0.0,2.894625,145.1,2.42,0,0,0
AD35146.wav,सामना किया,2,0,2,0.0,0.973125,123.31,2.06,0,0,0
AD35147.wav,कई घंटों के अन्वेषण के बाद उन्होंने जंगल के मध्य में स्थित एक महल को खोज निकाला।,17,0,17,0.0,5.08,200.79,3.35,0,0,0
AD35148.wav,महल के द्वार पर उनका एक पुराने,7,0,7,0.0,2.17875,192.77,3.21,0,0,0
AD35149.wav,बुधिमान विद्वान ने स्वागत किया।,5,0,5,0.0,1.670125,179.63,2.99,0,0,0
AD35150.wav,The wizard welcomed them reminding them the true magic lies within their heart,13,13,0,0.0,4.326375,180.29,3.0,0,0,0
AD35151.wav,and that the bond of sibling is the strongest magic of all,12,12,0,0.0,3.3279375,216.35,3.61,0,0,0
AD35152.wav,Can you describe this image? What are your thoughts?,9,9,0,0.0,3.1771875,169.96,2.83,0,0,0
AD35153.wav,I think when you look at the image you see,10,10,0,0.0,2.7439375,218.66,3.64,0,0,0
AD35154.wav,you can see that maybe the man is away from home,11,11,0,0.0,3.87425,170.36,2.84,0,0,0
AD35155.wav,or his home is destroyed?,5,5,0,0.0,1.406375,213.31,3.56,0,0,0
AD35156.wav,But then you look at his clothes,7,7,0,0.0,1.406375,298.64,4.98,0,0,0
AD35157.wav,they are good cloth,4,4,0,0.0,0.9730625,246.64,4.11,0,0,0
AD35158.wav,built भी देखो like अच्छी built है इसकी,8,3,5,37.5,2.3483125,204.4,3.41,5,2,3
AD35159.wav,तो I don't think he is that homeless kind of a person,12,11,1,8.33,2.6120625,275.64,4.59,1,1,0
AD35160.wav,plus पीछे background में i love mountains,7,5,2,28.57,2.53675,165.57,2.76,4,2,2
AD35161.wav,Basically I think he's just chilling,6,6,0,0.0,2.197625,163.81,2.73,0,0,0
AD35162.wav,He just wanted a good photo,6,6,0,0.0,1.3686875,263.03,4.38,0,0,0
AD35163.wav,तो भाई ने ऐसे ही डाला,6,0,6,0.0,2.00925,179.17,2.99,0,0,0
AD35164.wav,a washing machine I don't know,6,6,0,0.0,1.142625,315.06,5.25,0,0,0
AD35165.wav,इसके सामने अच्छे से pose में बढ़िया कपड़े पहन के photo खींचा ली है।,14,2,12,14.29,3.422125,245.46,4.09,4,2,2
